path,label,prob_fake,hard_type,hard_weight,source
data_image_train\Fake\FF_fake_FaceSwap_880_135_f1.jpg,1,0.15617252886295319,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Face2Face_824_419_f4.jpg,1,0.15669912099838257,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_756_503_f0.jpg,1,0.15715301036834717,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_058_039_f4.jpg,1,0.16095377504825592,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_339_392_f3.jpg,1,0.16279560327529907,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_038_125_f1.jpg,1,0.17040474712848663,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_880_135_f0.jpg,1,0.17057958245277405,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_095_053_f0.jpg,1,0.17234447598457336,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_235_194_f1.jpg,1,0.17278829216957092,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Deepfakes_880_135_f0.jpg,1,0.17387674748897552,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_004_982_f1.jpg,1,0.17603623867034912,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_235_194_f4.jpg,1,0.1765783429145813,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_174_964_f3.jpg,1,0.1792791187763214,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_447_431_f3.jpg,1,0.17933085560798645,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_626_562_f3.jpg,1,0.18309950828552246,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_759_755_f1.jpg,1,0.18413887917995453,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_770_791_f2.jpg,1,0.1856212466955185,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_047_862_f4.jpg,1,0.18595579266548157,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_586_223_f1.jpg,1,0.1871110051870346,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_763_930_f0.jpg,1,0.18803490698337555,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_060_088_f3.jpg,1,0.18877947330474854,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_756_503_f1.jpg,1,0.18964937329292297,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_702_612_f2.jpg,1,0.190545454621315,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_497_403_f0.jpg,1,0.1929117888212204,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_305_513_f1.jpg,1,0.1931925266981125,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Deepfakes_305_513_f3.jpg,1,0.1939561516046524,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_160_928_f3.jpg,1,0.19763734936714172,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Face2Face_880_135_f0.jpg,1,0.19879846274852753,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_923_023_f3.jpg,1,0.19951987266540527,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_880_135_f1.jpg,1,0.20030231773853302,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_392_339_f0.jpg,1,0.2010938972234726,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_451_449_f3.jpg,1,0.2030671238899231,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_824_419_f0.jpg,1,0.2049567997455597,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_498_433_f4.jpg,1,0.20880642533302307,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_186_170_f3.jpg,1,0.20958904922008514,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_058_039_f0.jpg,1,0.2104525864124298,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_281_474_f1.jpg,1,0.21152739226818085,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_392_339_f1.jpg,1,0.2121756374835968,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_897_969_f3.jpg,1,0.21425433456897736,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_943_942_f1.jpg,1,0.21479184925556183,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_233_995_f4.jpg,1,0.2150510847568512,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_489_022_f0.jpg,1,0.21593588590621948,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_281_474_f2.jpg,1,0.21595966815948486,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_658_627_f2.jpg,1,0.2179582566022873,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_538_493_f4.jpg,1,0.2185535728931427,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_735_774_f1.jpg,1,0.22047898173332214,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Deepfakes_880_135_f4.jpg,1,0.22175393998622894,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_559_543_f3.jpg,1,0.22334414720535278,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_740_796_f0.jpg,1,0.22562462091445923,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_880_135_f0.jpg,1,0.22629863023757935,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_156_243_f0.jpg,1,0.22708694636821747,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_642_635_f0.jpg,1,0.22814036905765533,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_679_665_f1.jpg,1,0.22845059633255005,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_212_179_f1.jpg,1,0.22945457696914673,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_301_262_f1.jpg,1,0.22955188155174255,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_538_493_f2.jpg,1,0.23191605508327484,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_857_909_f1.jpg,1,0.23265781998634338,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Face2Face_562_626_f2.jpg,1,0.23273727297782898,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_498_433_f1.jpg,1,0.23332534730434418,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_451_449_f2.jpg,1,0.23549328744411469,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_756_503_f2.jpg,1,0.2355988472700119,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_956_958_f4.jpg,1,0.23649302124977112,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_021_312_f4.jpg,1,0.2370053231716156,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_407_374_f3.jpg,1,0.23712243139743805,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_071_054_f2.jpg,1,0.23744867742061615,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_481_469_f2.jpg,1,0.24113665521144867,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Deepfakes_880_135_f1.jpg,1,0.24282024800777435,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_235_194_f3.jpg,1,0.24307343363761902,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_664_668_f4.jpg,1,0.24324502050876617,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_472_511_f4.jpg,1,0.24548746645450592,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_923_023_f0.jpg,1,0.24576810002326965,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_880_135_f2.jpg,1,0.24724815785884857,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_339_392_f0.jpg,1,0.24735641479492188,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_391_406_f3.jpg,1,0.24767529964447021,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_392_339_f2.jpg,1,0.24922622740268707,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_156_243_f4.jpg,1,0.25119879841804504,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_558_583_f4.jpg,1,0.2520790100097656,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_664_668_f2.jpg,1,0.2527160048484802,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Deepfakes_805_011_f0.jpg,1,0.25472551584243774,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_538_493_f0.jpg,1,0.25520074367523193,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_038_125_f0.jpg,1,0.25681763887405396,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_568_628_f4.jpg,1,0.2582821846008301,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Face2Face_653_601_f4.jpg,1,0.25945571064949036,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_407_374_f2.jpg,1,0.2607860565185547,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_664_668_f1.jpg,1,0.26324263215065,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Deepfakes_909_857_f4.jpg,1,0.266225129365921,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_923_023_f2.jpg,1,0.26658520102500916,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Face2Face_345_259_f1.jpg,1,0.266751766204834,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_472_511_f2.jpg,1,0.2669886648654938,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_202_348_f4.jpg,1,0.2678026854991913,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_559_543_f2.jpg,1,0.2678509056568146,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_281_474_f0.jpg,1,0.26793792843818665,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_047_862_f1.jpg,1,0.2695058286190033,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_324_356_f2.jpg,1,0.27076444029808044,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_456_435_f1.jpg,1,0.2726714611053467,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_105_180_f3.jpg,1,0.27339377999305725,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Face2Face_824_419_f0.jpg,1,0.2753518223762512,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Face2Face_024_073_f3.jpg,1,0.27667346596717834,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_178_598_f4.jpg,1,0.2771293818950653,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_296_293_f3.jpg,1,0.2777188718318939,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_664_668_f4.jpg,1,0.2783569395542145,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_489_022_f4.jpg,1,0.2814359664916992,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_010_005_f1.jpg,1,0.28179454803466797,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_721_715_f4.jpg,1,0.28205907344818115,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_764_850_f1.jpg,1,0.28278690576553345,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_824_419_f1.jpg,1,0.28318190574645996,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_129_127_f1.jpg,1,0.28589367866516113,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_124_085_f1.jpg,1,0.2876054048538208,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_498_433_f3.jpg,1,0.2876377999782562,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_302_323_f4.jpg,1,0.2876969873905182,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_156_243_f2.jpg,1,0.28821295499801636,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_058_039_f2.jpg,1,0.28907138109207153,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_429_404_f1.jpg,1,0.29030144214630127,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_165_137_f3.jpg,1,0.292635977268219,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_166_167_f3.jpg,1,0.2960188388824463,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_974_953_f0.jpg,1,0.29982641339302063,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Deepfakes_298_279_f2.jpg,1,0.3002949059009552,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_730_815_f1.jpg,1,0.30087581276893616,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_824_419_f2.jpg,1,0.30113959312438965,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_457_398_f3.jpg,1,0.3013124167919159,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_427_637_f2.jpg,1,0.30335789918899536,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_473_366_f1.jpg,1,0.30471178889274597,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_626_562_f2.jpg,1,0.3060942590236664,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_905_860_f0.jpg,1,0.306413859128952,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_735_774_f2.jpg,1,0.30708563327789307,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_498_433_f0.jpg,1,0.30776020884513855,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_233_995_f3.jpg,1,0.3078678548336029,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_302_323_f0.jpg,1,0.3079057037830353,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_156_243_f3.jpg,1,0.3079252243041992,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_943_942_f0.jpg,1,0.308771550655365,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_884_968_f2.jpg,1,0.3089550733566284,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceSwap_134_192_f2.jpg,1,0.3091428875923157,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_160_928_f0.jpg,1,0.3098020553588867,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_392_339_f2.jpg,1,0.3109035789966583,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Face2Face_787_782_f0.jpg,1,0.31093665957450867,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_658_627_f3.jpg,1,0.3109777271747589,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_457_398_f1.jpg,1,0.3113112449645996,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_675_608_f3.jpg,1,0.312185674905777,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_854_747_f3.jpg,1,0.3126460015773773,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Face2Face_562_626_f1.jpg,1,0.31322386860847473,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_658_627_f4.jpg,1,0.31346023082733154,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_242_182_f3.jpg,1,0.31379663944244385,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_189_200_f2.jpg,1,0.3148130178451538,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_770_791_f1.jpg,1,0.3149625062942505,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_124_085_f1.jpg,1,0.3151090741157532,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_Deepfakes_880_135_f2.jpg,1,0.3163466453552246,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_FaceShifter_994_986_f1.jpg,1,0.31749874353408813,hard_fake_false_negative_risk,2.5,FaceForensics++
data_image_train\Fake\FF_fake_NeuralTextures_626_562_f0.jpg,1,0.3183452785015106,hard_fake_false_negative_risk,2.5,FaceForensics++
